"Age","Marital_Status","Race","Sex","Hrs_per_Week","Income","Net_Capital","EducationLevel_clean","Occupation_clean","WorkingClass_clean"
34,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
37,"Married-civ-spouse","White","Male",44,">50K",0,"Post-High_School","Sales","Private"
34,"Separated","Other","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
23,"Never-married","White","Female",25,"<=50K",0,"Post-High_School","Sales","Private"
63,"Divorced","White","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
55,"Divorced","White","Female",50,">50K",0,"HighSchool","Sales","SelfEmployed"
31,"Never-married","Black","Male",48,"<=50K",0,"HigherEducation","Protective Services","Governemnt"
27,"Divorced","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
28,"Married-civ-spouse","White","Male",48,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
52,"Divorced","White","Female",64,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
31,"Married-civ-spouse","Black","Male",50,"<=50K",0,"HighSchool","Services","Governemnt"
53,"Divorced","White","Female",38,"<=50K",0,"Post-High_School","Services","Private"
43,"Divorced","White","Female",50,"<=50K",0,"Post-High_School","Specialized","Private"
43,"Married-spouse-absent","Black","Male",40,"<=50K",0,"HighSchool","Specialized","Governemnt"
50,"Divorced","White","Male",80,">50K",0,"HigherEducation","Professional","SelfEmployed"
37,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
26,"Divorced","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
22,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Sales","Private"
22,"Married-civ-spouse","White","Male",55,"<=50K",0,"Post-High_School","Sales","Private"
30,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
24,"Separated","White","Female",55,"<=50K",0,"HighSchool","Services","Private"
30,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
50,"Divorced","White","Male",40,">50K",0,"HigherEducation","Protective Services","Governemnt"
29,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
21,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
65,"Widowed","White","Female",24,"<=50K",0,"Post-High_School","Services","Private"
43,"Married-civ-spouse","White","Male",45,">50K",0,"HighSchool","Professional","Private"
29,"Married-civ-spouse","White","Female",24,"<=50K",0,"HigherEducation","Professional","Private"
32,"Never-married","White","Male",45,"<=50K",0,"HigherEducation","Sales","Private"
37,"Married-civ-spouse","White","Male",65,">50K",0,"Post-High_School","Professional","Private"
64,"Married-civ-spouse","White","Male",16,"<=50K",0,"HighSchool","Professional","Private"
49,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
44,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
35,"Married-civ-spouse","White","Male",36,"<=50K",0,"Post-High_School","Professional","Private"
53,"Divorced","White","Female",43,"<=50K",0,"Post-High_School","Services","Private"
24,"Never-married","Asian-Pac-Islander","Male",50,"<=50K",0,"Post-High_School","Sales","Private"
31,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
25,"Married-civ-spouse","White","Male",38,"<=50K",0,"Post-High_School","ManualLabor","Private"
36,"Married-civ-spouse","White","Male",45,"<=50K",0,"HighSchool","SkilledLabor","Private"
29,"Never-married","White","Male",60,"<=50K",0,"Post-High_School","Sales","Private"
37,"Married-civ-spouse","White","Male",50,">50K",0,"HighSchool","ManualLabor","Private"
42,"Never-married","White","Female",45,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
30,"Divorced","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
32,"Never-married","White","Male",70,"<=50K",0,"Post-High_School","Professional","SelfEmployed"
44,"Divorced","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Sales","Private"
22,"Married-civ-spouse","White","Male",48,"<=50K",0,"HighSchool","Professional","Private"
51,"Married-civ-spouse","White","Male",50,">50K",0,"MiddleSchool","SkilledLabor","Private"
69,"Married-civ-spouse","White","Male",16,"<=50K",0,"HighSchool","SkilledLabor","Private"
33,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Professional","SelfEmployed"
22,"Never-married","White","Female",55,"<=50K",0,"Post-High_School","Services","Governemnt"
33,"Never-married","White","Female",45,">50K",0,"HigherEducation","Specialized","Private"
20,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Services","Governemnt"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
25,"Never-married","White","Female",40,"<=50K",0,"HighSchool","ManualLabor","Private"
27,"Never-married","White","Male",48,"<=50K",0,"HighSchool","Services","Private"
22,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
67,"Married-civ-spouse","White","Male",35,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
31,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Professional","SelfEmployed"
43,"Married-civ-spouse","Asian-Pac-Islander","Male",50,">50K",0,"HigherEducation","Professional","Governemnt"
33,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Female",35,">50K",0,"HighSchool","Professional","SelfEmployed"
27,"Married-civ-spouse","Black","Male",60,"<=50K",0,"HighSchool","ManualLabor","Private"
36,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","ManualLabor","Private"
33,"Divorced","White","Female",45,"<=50K",0,"Post-High_School","Sales","Private"
48,"Divorced","White","Female",56,">50K",0,"HigherEducation","Services","Private"
25,"Never-married","White","Male",45,"<=50K",0,"HighSchool","ManualLabor","Private"
41,"Married-civ-spouse","White","Male",10,"<=50K",0,"HighSchool","Services","SelfEmployed"
26,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
23,"Never-married","Black","Female",40,"<=50K",0,"Post-High_School","Services","Private"
30,"Married-civ-spouse","Asian-Pac-Islander","Male",17,"<=50K",0,"HigherEducation","Professional","Governemnt"
67,"Widowed","White","Female",20,"<=50K",0,"HighSchool","Services","SelfEmployed"
32,"Married-civ-spouse","White","Male",55,">50K",0,"HighSchool","Sales","Private"
48,"Divorced","White","Male",60,">50K",0,"HighSchool","SkilledLabor","SelfEmployed"
51,"Widowed","White","Female",24,"<=50K",0,"HighSchool","Services","Private"
39,"Never-married","Asian-Pac-Islander","Male",40,"<=50K",0,"HigherEducation","Sales","Private"
40,"Married-civ-spouse","White","Male",60,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
40,"Married-civ-spouse","Black","Male",40,">50K",0,"HighSchool","ManualLabor","Private"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Divorced","White","Female",36,"<=50K",0,"HighSchool","ManualLabor","Private"
47,"Married-civ-spouse","White","Male",60,">50K",0,"HigherEducation","Professional","Private"
20,"Never-married","White","Female",20,"<=50K",0,"Post-High_School","Professional","Private"
29,"Married-civ-spouse","Amer-Indian-Eskimo","Female",40,"<=50K",0,"Post-High_School","Services","Private"
40,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Private"
61,"Widowed","White","Female",40,"<=50K",0,"HighSchool","Professional","Private"
25,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
26,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
43,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Services","Private"
17,"Never-married","White","Male",45,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
46,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","SkilledLabor","Governemnt"
19,"Never-married","White","Male",20,"<=50K",0,"Post-High_School","Services","Private"
37,"Divorced","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
26,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
47,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","Professional","Governemnt"
29,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","Professional","Private"
29,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
33,"Married-civ-spouse","White","Male",55,"<=50K",0,"HigherEducation","Professional","Private"
20,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
28,"Married-civ-spouse","Other","Female",48,"<=50K",0,"HighSchool","SkilledLabor","Private"
41,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Professional","Governemnt"
43,"Married-civ-spouse","White","Male",50,"<=50K",0,"HigherEducation","Sales","Private"
35,"Married-civ-spouse","White","Male",46,"<=50K",0,"MiddleSchool","ManualLabor","Private"
18,"Never-married","White","Female",25,"<=50K",0,"HighSchool","Services","Private"
55,"Divorced","White","Male",40,"<=50K",0,"Post-High_School","Services","Governemnt"
44,"Divorced","Black","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
64,"Widowed","White","Female",15,"<=50K",0,"HighSchool","Domestic","Private"
34,"Married-civ-spouse","White","Male",75,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
38,"Married-civ-spouse","White","Male",60,">50K",0,"Post-High_School","Sales","Private"
25,"Never-married","White","Female",8,"<=50K",0,"HighSchool","Services","Private"
21,"Never-married","Black","Male",40,"<=50K",0,"Post-High_School","ManualLabor","Private"
37,"Married-civ-spouse","White","Male",53,"<=50K",0,"Elementary","Services","Private"
39,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Sales","Private"
34,"Divorced","White","Female",50,"<=50K",0,"Post-High_School","Services","Private"
23,"Never-married","White","Female",45,"<=50K",0,"HigherEducation","Professional","Private"
54,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
49,"Separated","White","Male",70,">50K",0,"HigherEducation","Professional","SelfEmployed"
25,"Married-civ-spouse","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
51,"Married-civ-spouse","White","Male",50,"<=50K",0,"Post-High_School","Sales","Private"
29,"Never-married","White","Male",35,"<=50K",0,"HighSchool","Specialized","Private"
27,"Married-civ-spouse","Black","Female",48,"<=50K",0,"HigherEducation","Protective Services","Governemnt"
53,"Married-civ-spouse","White","Female",40,"<=50K",0,"HighSchool","Domestic","Private"
68,"Married-civ-spouse","White","Male",55,">50K",0,"HigherEducation","Professional","Private"
56,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Sales","Private"
24,"Divorced","Amer-Indian-Eskimo","Female",48,"<=50K",0,"HighSchool","Sales","Private"
24,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Sales","Private"
41,"Married-civ-spouse","White","Male",55,"<=50K",0,"HigherEducation","Professional","Governemnt"
45,"Never-married","White","Female",19,"<=50K",0,"HighSchool","Sales","Private"
35,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
21,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
45,"Separated","Black","Female",25,"<=50K",0,"HighSchool","Services","Private"
18,"Never-married","White","Female",30,"<=50K",0,"HighSchool","Sales","Private"
49,"Never-married","White","Male",25,"<=50K",0,"HigherEducation","Domestic","Private"
49,"Separated","White","Female",36,"<=50K",0,"Post-High_School","Professional","Private"
45,"Married-civ-spouse","White","Male",37,"<=50K",0,"HigherEducation","Professional","Governemnt"
27,"Never-married","Asian-Pac-Islander","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
28,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K",0,"Post-High_School","Professional","Private"
35,"Married-civ-spouse","White","Male",45,">50K",0,"HigherEducation","Professional","Private"
33,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
35,"Married-civ-spouse","White","Male",35,"<=50K",0,"HighSchool","Sales","Private"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
33,"Never-married","White","Female",28,"<=50K",0,"Post-High_School","Services","Private"
49,"Married-spouse-absent","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
39,"Married-civ-spouse","White","Male",25,"<=50K",0,"Post-High_School","Professional","SelfEmployed"
22,"Separated","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
42,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
22,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
18,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
33,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","SelfEmployed"
28,"Married-civ-spouse","White","Male",45,"<=50K",0,"HighSchool","SkilledLabor","Private"
42,"Married-spouse-absent","White","Male",35,"<=50K",0,"MiddleSchool","Professional","Private"
50,"Married-civ-spouse","White","Male",48,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
32,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Professional","Private"
31,"Separated","White","Female",40,"<=50K",0,"HighSchool","ManualLabor","Governemnt"
29,"Never-married","Black","Male",40,"<=50K",0,"Post-High_School","Services","Private"
46,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Governemnt"
32,"Never-married","White","Male",77,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
61,"Widowed","White","Female",24,"<=50K",0,"HighSchool","Services","Private"
43,"Married-civ-spouse","White","Male",55,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
35,"Never-married","White","Female",40,"<=50K",0,"HighSchool","ManualLabor","Private"
39,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Professional","Governemnt"
42,"Married-civ-spouse","White","Male",60,"<=50K",0,"Post-High_School","Specialized","SelfEmployed"
23,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
32,"Married-civ-spouse","White","Male",45,"<=50K",0,"HigherEducation","Sales","Private"
52,"Married-civ-spouse","White","Male",85,">50K",0,"HighSchool","ManualLabor","Private"
36,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Specialized","Private"
71,"Married-civ-spouse","White","Male",12,">50K",0,"HigherEducation","Professional","Private"
27,"Never-married","Black","Female",30,"<=50K",0,"HighSchool","Services","Private"
56,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Professional","SelfEmployed"
45,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Married-civ-spouse","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
18,"Never-married","White","Female",15,"<=50K",0,"Post-High_School","SkilledLabor","Private"
62,"Divorced","White","Male",40,"<=50K",0,"MiddleSchool","ManualLabor","Private"
35,"Separated","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
39,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","SkilledLabor","Private"
24,"Never-married","Black","Male",20,"<=50K",0,"Post-High_School","Services","Private"
58,"Divorced","Black","Male",40,"<=50K",0,"MiddleSchool","Specialized","Private"
48,"Divorced","White","Male",40,"<=50K",0,"HighSchool","Sales","Private"
57,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Private"
31,"Married-civ-spouse","White","Male",60,"<=50K",0,"HigherEducation","Sales","Private"
25,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Sales","Private"
29,"Married-civ-spouse","White","Male",72,"<=50K",0,"MiddleSchool","Specialized","SelfEmployed"
38,"Divorced","Black","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
21,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
34,"Married-civ-spouse","White","Male",70,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
50,"Never-married","White","Female",32,"<=50K",0,"HigherEducation","Sales","Private"
50,"Divorced","Black","Female",40,"<=50K",0,"HighSchool","Professional","Private"
49,"Divorced","Black","Female",45,"<=50K",0,"Post-High_School","Professional","Governemnt"
30,"Never-married","White","Male",70,"<=50K",0,"HigherEducation","Professional","Private"
29,"Married-civ-spouse","Asian-Pac-Islander","Male",20,"<=50K",0,"HigherEducation","Professional","Governemnt"
22,"Never-married","Other","Male",20,"<=50K",0,"Post-High_School","Services","Governemnt"
42,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","ManualLabor","Private"
31,"Divorced","White","Female",48,"<=50K",0,"Post-High_School","Services","Private"
42,"Married-civ-spouse","White","Male",21,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
20,"Never-married","White","Male",20,"<=50K",0,"Post-High_School","Services","Private"
50,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
27,"Never-married","White","Male",40,"<=50K",0,"MiddleSchool","SkilledLabor","SelfEmployed"
26,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
20,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Protective Services","Private"
51,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
52,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
33,"Divorced","White","Male",38,"<=50K",0,"HighSchool","Services","Private"
31,"Married-civ-spouse","Asian-Pac-Islander","Male",60,"<=50K",0,"HigherEducation","Services","Private"
24,"Married-civ-spouse","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
56,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","SkilledLabor","Private"
43,"Married-civ-spouse","Black","Male",50,"<=50K",0,"Post-High_School","SkilledLabor","Private"
21,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
51,"Married-civ-spouse","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
41,"Married-civ-spouse","White","Male",65,">50K",0,"Post-High_School","ManualLabor","Private"
45,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Professional","Governemnt"
20,"Never-married","White","Female",30,"<=50K",0,"HighSchool","Services","Private"
28,"Married-civ-spouse","White","Female",60,">50K",0,"HigherEducation","Professional","Private"
47,"Divorced","White","Male",40,"<=50K",0,"HigherEducation","SkilledLabor","Private"
80,"Widowed","White","Male",35,"<=50K",0,"MiddleSchool","Specialized","SelfEmployed"
47,"Married-civ-spouse","White","Female",35,"<=50K",0,"HighSchool","Services","SelfEmployed"
45,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","Sales","Private"
17,"Never-married","White","Male",12,"<=50K",0,"HighSchool","ManualLabor","Private"
37,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","SkilledLabor","Private"
27,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
17,"Never-married","White","Male",16,"<=50K",0,"HighSchool","Services","Private"
18,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
57,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
26,"Separated","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
26,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
36,"Married-civ-spouse","White","Male",45,">50K",0,"HigherEducation","Professional","SelfEmployed"
51,"Married-civ-spouse","White","Male",80,">50K",0,"HighSchool","Specialized","Private"
38,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
51,"Never-married","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
24,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
35,"Divorced","White","Male",65,"<=50K",0,"HighSchool","Specialized","Private"
28,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
43,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Professional","Private"
23,"Never-married","White","Male",30,"<=50K",0,"HighSchool","ManualLabor","Private"
42,"Married-civ-spouse","White","Female",40,"<=50K",0,"HigherEducation","Sales","Private"
58,"Married-civ-spouse","White","Female",40,">50K",0,"Post-High_School","Services","Private"
52,"Married-civ-spouse","Black","Female",20,"<=50K",0,"HighSchool","Services","Governemnt"
29,"Divorced","Amer-Indian-Eskimo","Female",50,"<=50K",0,"HighSchool","Sales","Private"
27,"Married-civ-spouse","White","Male",60,"<=50K",0,"Post-High_School","SkilledLabor","Private"
28,"Never-married","Black","Female",40,"<=50K",0,"Post-High_School","Services","Private"
28,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
24,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
20,"Married-spouse-absent","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
54,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
65,"Divorced","White","Male",25,"<=50K",0,"HighSchool","Services","Private"
38,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
29,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
27,"Never-married","Black","Female",40,"<=50K",0,"HighSchool","Services","Private"
36,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Services","Private"
55,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Protective Services","Governemnt"
22,"Never-married","White","Male",30,"<=50K",0,"Elementary","SkilledLabor","Private"
28,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
20,"Never-married","White","Female",30,"<=50K",0,"Post-High_School","Sales","Private"
68,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Sales","SelfEmployed"
49,"Divorced","White","Male",50,">50K",0,"HighSchool","Sales","SelfEmployed"
18,"Never-married","White","Male",40,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
50,"Divorced","White","Female",60,">50K",0,"HigherEducation","Professional","SelfEmployed"
37,"Separated","Black","Female",40,"<=50K",0,"HighSchool","Domestic","Private"
60,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Private"
43,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
43,"Married-civ-spouse","White","Female",70,">50K",0,"HigherEducation","Professional","SelfEmployed"
17,"Never-married","White","Female",9,"<=50K",0,"HighSchool","Domestic","Private"
43,"Never-married","White","Female",50,"<=50K",0,"Post-High_School","Professional","Private"
21,"Never-married","White","Female",15,"<=50K",0,"Post-High_School","Services","SelfEmployed"
21,"Never-married","White","Female",30,"<=50K",0,"Post-High_School","Services","Private"
28,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"Post-High_School","Protective Services","Governemnt"
39,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","SkilledLabor","SelfEmployed"
38,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Professional","Governemnt"
59,"Married-civ-spouse","White","Male",36,">50K",0,"Post-High_School","Professional","Private"
51,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Specialized","Governemnt"
19,"Never-married","White","Male",16,"<=50K",0,"HighSchool","ManualLabor","Private"
23,"Never-married","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
31,"Divorced","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
42,"Married-civ-spouse","Black","Male",40,"<=50K",0,"Post-High_School","Professional","Private"
43,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","SkilledLabor","Private"
45,"Married-civ-spouse","White","Male",55,">50K",0,"Post-High_School","SkilledLabor","Private"
34,"Married-civ-spouse","White","Male",35,"<=50K",0,"Post-High_School","SkilledLabor","Private"
21,"Never-married","White","Male",30,"<=50K",0,"HighSchool","SkilledLabor","Private"
34,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Professional","Private"
55,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Sales","SelfEmployed"
30,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
19,"Never-married","White","Female",20,"<=50K",0,"Post-High_School","Services","Private"
45,"Divorced","White","Male",35,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
42,"Married-civ-spouse","Asian-Pac-Islander","Male",72,">50K",0,"HigherEducation","Services","Private"
90,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Specialized","SelfEmployed"
44,"Married-civ-spouse","White","Male",44,">50K",0,"HigherEducation","Protective Services","Governemnt"
34,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Professional","SelfEmployed"
35,"Separated","White","Female",30,"<=50K",0,"HighSchool","Services","Private"
39,"Never-married","White","Male",25,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
29,"Never-married","Black","Male",40,"<=50K",0,"HigherEducation","Professional","Private"
24,"Never-married","White","Female",32,"<=50K",0,"HighSchool","Services","Private"
49,"Married-civ-spouse","White","Male",17,"<=50K",0,"Post-High_School","Services","Private"
31,"Divorced","White","Male",40,"<=50K",0,"MiddleSchool","ManualLabor","Private"
44,"Divorced","White","Female",50,"<=50K",0,"Post-High_School","Professional","Private"
27,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Sales","SelfEmployed"
24,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
30,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","ManualLabor","Private"
27,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
34,"Married-civ-spouse","White","Male",20,"<=50K",0,"HigherEducation","Services","Governemnt"
25,"Married-civ-spouse","White","Female",19,"<=50K",0,"Post-High_School","Professional","Governemnt"
39,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Professional","Private"
28,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Specialized","Private"
51,"Married-civ-spouse","White","Male",70,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
33,"Never-married","Asian-Pac-Islander","Male",26,"<=50K",0,"Post-High_School","Sales","Private"
27,"Never-married","White","Female",38,"<=50K",0,"Post-High_School","ManualLabor","Private"
29,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Professional","Private"
33,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Governemnt"
37,"Married-civ-spouse","White","Male",50,">50K",0,"HighSchool","Sales","Private"
20,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
24,"Never-married","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
29,"Never-married","White","Female",35,"<=50K",0,"HighSchool","Services","Private"
41,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
42,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","SelfEmployed"
20,"Never-married","White","Female",30,"<=50K",0,"Post-High_School","Sales","Private"
54,"Separated","White","Male",40,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
55,"Married-spouse-absent","White","Female",55,"<=50K",0,"HigherEducation","SkilledLabor","Private"
21,"Married-civ-spouse","White","Male",32,"<=50K",0,"HighSchool","ManualLabor","Private"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
33,"Married-civ-spouse","Black","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
22,"Separated","Black","Female",35,"<=50K",0,"HighSchool","Services","Private"
31,"Never-married","White","Male",32,"<=50K",0,"HighSchool","Sales","Private"
